movie_id,prd_company
tt6823368,"Blinding Edge Pictures, Blumhouse, Buena Vista Intl, Universal Pictures"
tt0077766,Universal Pictures
tt1014775,"Walt Disney Pictures, Mandeville Films, Smart Entertainment"
tt2103254,"Gary Sanchez Productions, On The Day Productions"
tt7343762,"Good Universe, Point Grey, Universal Pictures"
tt0368578,Revolution Studios
tt1033575,"Fox Searchlight Pictures, Ad Hominem Enterpises, Dune Entertainment, Little Blair Productions, Ingenious Film Partners"
tt0332379,Scott Rudin Productions
tt0486822,DreamWorks Pictures
tt0106965,"Regency Enterprises, Canal Plus, Warner Bros., Alcor Films, Donners√¢?¬ô Company, Shuler"
tt5325452,"Lionsgate, Tyler Perry Studios"
tt0113855,"Threshold Entertainment, "
tt0381707,"Columbia Pictures, Revolution Studios"
tt1198138,"Screen Gems, Rainforest Films"
tt0311289,"Walt Disney Pictures, Walden Media, Phoenix Pictures, Chicago Pacific Entertainment"
tt1294226,"Touchstone Pictures, Offspring Entertainment"
tt1391137,"Lionsgate, TPS Company, Reuben Cannon Productions"
tt2872518,"Summit Entertainment, Gil Netter Productions, Windblown Media"
tt2024544,"Regency Enterprises, River Road Entertainment, Plan B Entertainment, New Regency, Film4"
tt0303933,Fox 2000 Pictures
tt2674426,"New Line Cinema, Metro-Goldwyn-Mayer Pictures, Sunswept Entertainment"
tt7634968,"Will Packer Productions, Paramount Players, Paramount Pictures"
tt3628584,"New Line Cinema, Metro-Goldwyn-Mayer Pictures, State Street Pictures, Cube Vision"
tt0099487,20th Century Fox
tt7040874,"Lionsgate, Feigco Entertainment, Bron Creative, Hercules Film Fund"
tt4355418,"Plan B Entertainment, Pathe of a Cloud Eight, Harpo Films, Ingenious Media"
tt0081353,"Paramount Pictures, Walt Disney Productions, Robert Evans Productions, King Features Entertainment"
tt0466342,"Regency Enterprises, New Regency"
tt0283426,"Walt Disney Pictures, DisneyToon Studios, Walt Disney Animation Australia, Walt Disney Animation France, Toon City Animation"
tt0477071,"Tri-Star Pictures, Metro-Goldwyn-Mayer Pictures, Hyde Park Entertainment"
tt0357507,Mandate Pictures
tt0220099,"Walt Disney Pictures, Disney MovieToons, Walt Disney Television Animation, Walt Disney Animation Japan"
tt1895587,"Anonymous Content, Rocklin/Faust, First Look Media, Open Road Films, Participant Media, Topic   "
tt8722346,"Makeready, 3Blackdot, Entertainment One, Bron Creative, De La Revolucion Films, Hillman Grad Productions, Universal Pictures"
tt6063050,"Tyler Perry Studios, Lionsgate"
tt3369806,Sunswept Entertainment
tt1047494,"Lionsgate, TPS Company, Reuben Cannon Productions"
tt1148204,"Warner Bros., Dark Castle Entertainment, Appian Way"
tt4587656,"Sony Pictures Animation, Franklin Entertainment, Walden Media, Jim Henson Productions"
tt0799949,"Regency Enterprises, New Regency, Paul Schiff Productions"
tt0947802,Overbrook Entertainment
tt0433386,"Columbia Pictures, Ghost House Pictures"
tt3531824,"Lionsgate, TIK Films, Allison Shearmur, Keep Your Head"
tt0082198,Dino De Laurentiis Corporation
tt0120703,20th Century Fox
tt0101452,"Nelson Entertainment, Interscope Communications"
tt0483726,Morgan Creek Productions
tt3231054,"Columbia Pictures, LD Entertainment, Affirm Films, Liddell Entertainment, Patrick Aiello"
tt1666186,"Regency Enterprises, New Regency, 3 In The Box Productions"
tt0078869,Walt Disney Productions
tt1440728,"Greenlit Productions, This is That, Smokehouse Pictures"
tt0120094,Q-Productions
tt1268799,"New Line Cinema, Mandate Pictures, Kingsgate Films"
tt0338013,"Anonymous Content, This is That"
tt1572315,"Lionsgate, Millennium Films, Main Line Pictures"
tt0449467,"Anonymous Content, Una Produccion De Zeta Film, Central Films"
tt1371150,"Spring Creek Prod, 21 Laps Entertainment, RatPac Entertainment, Dune Entertainment"
tt0918927,"Miramax Films, Scott Rudin Productions"
tt0372588,"Scott Rudin Productions, Braniff, Productions"
tt0112722,Regency Enterprises
tt0815236,"DreamWorks Pictures, Mosaic Media"
tt1013753,"Groundswell Productions, Jinks/Cohen Company"
tt0064782,The Malpaso Company
tt2023631,MARV Films
tt0288477,Village Roadshow Productions
tt0200465,Relativity Media
tt0120890,Mandalay Entertainment
tt0814335,"Screen Gems, Maverick Films, Granada Productions, Imprint Entertainment"
tt0146882,Touchstone Pictures
tt0430634,"Touchstone Pictures, Spyglass Entertainment"
tt0479968,"Alcon Entertainment, Kadokawa Pictures, Equity Pictures Medienfonds GmbH and Co KG IV, Intermedia Films"
tt0116260,.
tt0421073,"3 Arts Entertainment, Fox Searchlight Pictures, Regency Enterprises"
tt1213663,"Focus Features, Universal Pictures, Relativity Media, Working Title Films, Big Talk Pictures, Dentsu Inc., Fuji Television Network"
tt0116367,"A Band Apart, Los Hooligans"
tt1414382,"Touchstone Pictures, Frontier Pictures"
tt0479500,"Warner Bros., Virtual Studios, Jerry Weintraub"
tt4669788,"Participant Media, Robert Cort Productions"
tt2318092,"Bluegrass Films, Fake Empire"
tt0475944,"Lakeshore Entertainment, Screen Gems, Sandstorm Films, Spacedog"
tt1067774,"Fox 2000 Pictures, Regency Enterprises, Di Novi Pictures"
tt0441796,"Hollywood Pictures, Spyglass Entertainment, Endgame Entertainment, Wonderland Sound and Vision"
tt4799050,"Columbia Pictures, Matt Tolmach Productions, Paulilu"
tt0155975,"Imagine Entertainment, "
tt0102744,"Steven Chorney, PathÔß?Entertainment"
tt0114681,"Columbia Pictures, Laura Ziskin Productions, The Rank Film Organization"
tt1100119,"Warner Bros., Imagenation Abu Dhabi, Media Rights Capital, Troublemaker Studios"
tt0120877,"Columbia Pictures, Largo Entertainment"
tt0800308,"New Line Cinema, Axon Films, Groundswell Productions"
tt1741273,"STX Entertainment, IM Global, Route One, Union Investment Partners"
tt0403703,.
tt0490204,"Relativity Media, Mr. Madison 23 Productions, Sunlight Productions"
tt1046163,"Lionsgate, Management 360, Terra Firma Films, Superfinger Entertainment"
tt0791304,Morgan Creek Productions
tt0083254,Orion Pictures
tt0089457,"Warner Bros., Twentieth Century Fox, Lauren Shuler Productions"
tt0758758,"Square One Entertainment, Linson Films"
tt0124879,"Hollywood Pictures, Caravan Pictures, Roger Birnbaum Productions, Laurence Mark Productions"
tt0407121,"Walt Disney Pictures, DisneyToon Studios, Walt Disney Animation Japan"
tt0462519,"Picked Last, Media Talent Group"
tt0113321,An Egg Pictures Production
tt1730768,"Focus Features, Scion Films, Electric City Entertainment, Tollin Productions, Rowe Miller Productions, LD Entertainment"
tt1083456,"Screen Gems, Moving Pictures    , AMG, Gross Entertainment, Charles Weinstock"
tt0373074,"Columbia Pictures Film Production Asia, China Film Group, Huayi Brothers"
tt0276033,Walt Disney Pictures
tt2039338,Stonebridge Entertainment
tt0455760,"Twisted Pictures, Universal Pictures"
tt0315733,This Is That Productions
tt0913354,"Screen Gems, Stars Road Entertainment, Farah Films"
tt0419887,Participant Media
tt0338325,Icon Entertainment
tt0295289,"David Ladd Films, Metro-Goldwyn-Mayer"
tt0059245,.
tt0217630,.
tt0119594,.
tt1232207,"Dog Eat Dog Films, The Weinstein Company"
tt1592525,"Luc Bessan, Film District, EuropaCorp, Canal Plus"
tt1213644,"Lionsgate, Grosvenor Park, 3 In The Box Productions"
tt0770703,"Regency Enterprises, New Regency, Contrafilm"
tt0120483,Regency Enterprises
tt2503944,"Shiny Penny, 3 Arts Entertainment, Battle Mountain Films, Weinstein Company"
tt0326856,"Castle Rock Entertainment, DreamWorks Pictures, Village Roadshow Productions"
tt0430431,Gener8Xion Entertainment
tt0109348,.
tt0995039,"DreamWorks Pictures, Spyglass Entertainment"
tt0258068,.
tt1712261,"Anonymous Content, Sierra Films, Worldview Entertainment, Open Road Films, MadRiver Pictures, Surefire Entertianment Capital"
tt2547584,"Heyday Films, Entertainment One, DreamWorks Pictures, Reliance Entertainment, Participant Media"
tt0384680,Escape Artists
tt0281322,"Millennium Films, Motion Picture Corporation of America, A Band Apart, @radical.media"
tt1160368,WWE Studios
tt1228987,"EFTI, Hammer Films"
tt0109015,.
tt0799934,"New Line Cinema, Partizan Films"
tt0413015,"Pathe Pictures, BBC Films, Future Films, Micro-Fusion, Weinstein Company, UK Film Council, Heyman-Hoskins Productions"
tt0118954,.
tt0144640,Village Roadshow Pictures
tt0098625,.
tt0116242,.
tt0804461,.
tt3960412,"Universal Pictures, Perfect World Pictures, Apatow Productions, Lonely Island"
tt2776878,"DreamWorks Pictures, Reliance Entertainment, Rahway Road "
tt0780511,"Miramax Films, Radar Pictures, Hollywood Gang"
tt0270846,"ApolloMedia, Crystal Sky Pictures"
tt1532958,"Screen Gems, Contrafilm"
tt2865120,"Blockade, Rainmaker Entertainment, Gramercy Pictures, Aperture Media Partners, Film Financial Services, Peak Distribution Partners LLC"
tt0795368,"Metro-Goldwyn-Mayer Pictures, Sidney Kimmel Entertainment, Parabolic Pictures, Stable Way Entertainment, VIP Medienfonds 1+2, Target Media"
tt0399327,Fried Films
tt0462229,.
tt1791528,"Joanne Sellar, Ghoulardi Film Company"
tt2002718,"Open Road Films, AR Films, Demarest Films, Quick Draw, Aldamisa Entertainment, Overnight Films, 1821 Pictures"
tt0065054,Fryer Carr and Harris
tt0763304,"Weinstein Company, Pathe Pictures, UK Film Council, Pathe Renn Productions, Pricel, France 2 Cinema, Canal Plus, Les Films Action, Bolex Brothers, SPZ Entertainment"
tt0377107,.
tt1190617,"Vivendi Entertainment, Mpower Pictures, MPower Distribution"
tt0310357,Hard Eight Pictures
tt0489282,Happy Madison
tt1810683,Metanoia Films
tt0151568,Thin Man Films
tt1629757,"Fox 2000 Pictures, Walden Media, Gran Via, Deuce Three Productions, Dune Entertainment"
tt2937898,"Before The Door, Washington Square Films, Participant Media, Image Abu Dhabi, FilmNation Entertainment"
tt1571222,"Lago Film, Prospero Pictures, Recorded Picture Company"
tt0405296,Warner Independent Pictures
tt0976222,Walden Media
tt0369226,.
tt0337876,.
tt1781827,"Fuego Films, Vertical Entertainment, Panama Film Commission, Epicentral Studios"
tt3361792,"Fox Searchlight Pictures, Chernin Entertainment"
tt1092082,Rhombus Media
tt1054588,Spyglass Entertainment
tt1366365,"Summit Entertainment, Intrepid Pictures, Film Rites, Galavis Film"
tt0383028,Sidney Kimmel Entertainment
tt1034415,"Amazon Studios, K Period Media, Frenesy Film, Videa, Mythology Entertainment, First Sun, Memo Films"
tt3719896,"Clarius Entertainment, Anthem Ventures, Anthem Productions"
tt0080492,EMI Films
tt0266747,Scott Rudin Productions
tt0238380,Dimension Films
tt1520498,Kenn Viselman Presents
tt0889588,Screen Australia
tt0138946,Miramax Films
tt1664697,"Mallick Media, Oxymoron Entertainment, Blue Star Entertainment"
tt1175709,"Hit the Ground Running, Groundswell Productions"
tt3707106,Jolie Pas
tt0354595,.
tt0110944,"Regency Enterprises, Tig Productions"
tt1274300,"TalkStory Prods, Chartoff/Hendee"
tt0940709,China Film Group
tt3319920,"Mod Entertainment, Mod Producciones, Himenoptero, First Generation Films, Telefonica Studios, Regression A.I.E."
tt2544766,.
tt1488181,Triggerfish Animation Studios
tt3247714,"Millennium Films, Winkler Films"
tt0443533,"2.4.7. Films, Oi Oi Oi Productions"
tt1134666,Enteraktion Studios
tt4280822,Cinestyle Media Group
tt3492042,Savoy & Gregory
tt2737304,"Bluegrass Films, Chris Morgan Productions, Netflix"
tt5580390,"Double Dare You, Fox Searchlight Pictures"
tt0446755,.
tt2005374,"Grindstone Entertainment Group, Cheetah Films, Emmett/Furla Films, Court Five, Envision Entertainment, KS International"
tt1270262,"Corsan, Corrino, Staccato, FIP Malta, Tulchin Enterainmnet, Foreign Media, Film Finance VI"
tt0088763,Amblin Entertainment
tt0099348,Tig Productions
tt0175142,"Wayans Brothers Entertainment, Gold-Miller, Brad Grey"
tt1284575,"Sony Pictures, Mosaic Media"
tt1700841,"Annapurna Pictures, Point Grey, Columbia Pictures"
tt0098273,Martin Bregman
tt0305711,.
tt1385912,"Lionsgate, TPS Company, Reuben Cannon Productions"
tt0356470,.
tt0081505,"The Producer Circle Company, Peregrine Productions, Hawk Films, Warner Bros."
tt0185371,Dark Castle Entertainment
tt0455407,Participant Media
tt0472198,RKO Radio Pictures
tt8097306,.
tt0889573,"Miramax Films, Mandate Pictures, Bona Fide, Echo Films"
tt1216492,Strand Releasing
tt0816442,"Fox 2000 Pictures, Sunswept Entertainment, TSG Entertainment, Blair Partnership, Studio Babelsberg"
tt0452623,Ladd Company
tt0205461,"Gullane Pictures, Isle of Man Film Commission"
tt0056264,.
tt1838544,"Summit Entertainment, Lakeshore Entertainment, Sidney Kimmel Entertainment"
tt1135985,"Summit Entertainment, Alloy Entertainment"
tt0120670,.
tt0810922,"Rogue Pictures, Imagine Entertainment"
tt1870529,"Walden Media, Gran Via"
tt6495770,"Paramount Pictures, Gerber Pictures, Hello Junior"
tt0058085,Samuel Bronston Productions
tt0107719,Warner Bros. Pictures
tt0116745,Ciby 2000
tt0485236,.
tt0384806,"Metro-Goldwyn-Mayer Pictures, Dimension Films, Michael Bay, Platinum Dunes, Radar Pictures"
tt0268126,"Columbia Pictures, Good Machine, Intermedia, Propaganda Films"
tt1058017,"Radar Pictures, Media Rights Capital"
tt0120669,"Rhino Films, Laila Nabulsi"
tt8244784,"Blumhouse, White Rabbit Productions"
tt2004420,"Good Universe, Point Grey"
tt0443453,"Four by Two Films, Everyman Pictures, Dune Entertainment, Major Studio Partners"
tt0110475,Katja Motion Picture Corporation
tt0094737,Gracie Films
tt0250494,"Type A Films, Marc Platt Productions, Metro-Goldwyn-Mayer"
tt0377092,"Paramount Pictures, Lorne Michaels"
tt0088170,.
tt0404032,Lakeshore Entertainment
tt0205000,Happy Madison
tt0337579,"Cube Vision, Metro-Goldwyn-Mayer"
tt0356680,.
tt0307987,"Dimension Films, Mike Zoss"
tt0093773,"Silver Pictures, Davis Entertainment"
tt3760922,"Universal Pictures, Gold Circle Entertainment, HBO Films, Playtone"
tt3862750,Rocklin/Faust
tt0118655,New Line Cinema
tt1650043,"Fox 2000 Pictures, Color Force"
tt0086879,"Peter SÔß?ü≥, The Saul Zaentz Company"
tt0926129,"Screen Gems, Original Film, Newmarket Films, Alliance Films"
tt1596346,"Tri-Star Pictures, FilmDistrict, Enticing Entertainment, Island Film Group, Affirm Films, Brookwell McNamara Entertainment, Life's a Beach Entertainment, Mandalay Vision"
tt0328589,Touchstone Pictures
tt7334528,"Summit Entertainment, Temple Hill Entertainment, Pepsi Productions"
tt2562232,"New Regency, M. Productions, Le Grisbi, Worldview Entertainment, Fox Searchlight Pictures, Regency Enterprises"
tt0091738,"American Zoetrope, Rastar"
tt0280707,"USA Films, Capitol Films, The Film Council"
tt0273923,"MTV Films, Scott Rudin Productions"
tt2334873,"Gravier Productions, Perdido, Sony Pictures Classics"
tt0475276,"Universal Pictures, StudioCanal, Working Title Films"
tt0322589,.
tt0432291,Revolution Studios
tt0117723,Hollywood Pictures
tt3623726,"Marc Platt Productions, Badwill Entertainment , LStar Capital"
tt0097441,"Tri-Star Pictures, Freddie Fields Productions"
tt1478839,20th Century Fox
tt0087078,.
tt2279339,"CBS Films, Imagine Entertainment, Groundswell Productions, Handwritten Films"
tt0065528,"Filmways, Paramount Pictures"
tt1197628,"Warner Bros., Legendary Pictures, De Line Pictures"
tt0081398,.
tt0899106,"Universal Pictures, Relativity Media, Stuber Pictures, Camp/Thompson Productions"
tt1016075,Lakeshore Entertainment
tt4287320,"Image Nation Abu Dhabi, Playtone, Likely Story, IM Global, Parkes+Macdonald Productions, Route One, 1978 Films, EuropaCorp"
tt0090357,"Amblin Entertainment, Henry Winkler, Roger Birnbaum"
tt1542344,"Big Screen Prods, Down Prods, Dune Entertainment, Everest Entertainment, Darlow Smithson, Decibel Films, Pathe of a Cloud Eight"
tt0196216,.
tt0210616,Columbia Pictures
tt1594972,"Splash Entertianment, Lionsgate, Assemblage Entertainment , Telegael"
tt0337917,Fox 2000 Pictures
tt2357129,"Open Road Films, Five Star Feature Films, If Entertainment, Venture 4th, Silver Reel Entertainment"
tt0264796,.
tt2465146,"Castle Rock Entertainment, Rob Reiner, Alan Greisman, Foresight Unlimited, Envision Entertainment"
tt1032815,1492 Pictures
tt0082085,.
tt0236784,.
tt0082648,ITC Entertainment
tt2167202,"Warner Bros., Dark Castle Entertainment, After Dark Films, Signature Entertainment, Silver Reel Entertainment"
tt0119349,"Fox Searchlight Pictures, Good Machine"
tt0340012,.
tt0098519,Weintraub Entertainment Group
tt0082288,"Paramount Pictures, Walt Disney Productions"
tt0109707,Touchstone Pictures
tt1032755,"Warner Bros., Dark Castle Entertainment, Toff Guy Films"
tt0084316,Golden Harvest
tt0116477,Miramax Films
tt0114272,"Segue Productions, Avenue Pictures Productions, Oxford"
tt2649554,"Warner Bros., RatPac Entertainment, Dune Entertainment, Faliro House Productions, Tri State Pictures"
tt4540710,"EuropaCorp, FilmNation Entertainment, Archery Pictures, France 2 Cinema, Canal Plus, Cine Plus, France Television"
tt2172935,Blackened
tt0313792,DreamWorks Pictures
tt0118040,.
tt2763304,"Decibel Films, Cloud Eight  , Tri-Star Pictures, Film4, Creative Scotland, DNA Films"
tt0090568,Producers Sales Organization
tt1922685,"RCR Media Group, Trilogy Entertainment Group, Solar Filmworks"
tt0235737,Castle Rock Entertainment
tt0120775,.
tt1321865,"Angoa Intl, Procirep, CNC, BETV, Monde, TV5, Cinecinema, StudioCanal, Egoli Tossell Film, Film En Stock"
tt0386741,"Miramax Films, Onyx Films, Millimages, Luxanimation, Timefirm Limited, France 2 Cinema, Film Fund Luxembourg, Region Ile-de-France, Attitude Studio"
tt1024744,Central Films
tt3212232,"Saban Films, Patriot Pictures, Hannibal Classics"
tt1403241,Copperheart Entertainment
tt0489018,"Dead Films Inc., Laurel Entertainment Inc., Laurel-Day Inc."
tt1085492,"Emmett Furla Oasis Films, Aperture Entertainment, Grindstone Entertainment Group, Union Investment Partners"
tt5127300,"Panacea Entertianment, Minds Eye Entertainment, Momentum Pictures, Rollercoaster Entertainment, Vortex Words + Pictures, Moving Pictures Media"
tt0089893,Dino De Laurentiis Corporation
tt1748179,"Parlay Films, Nostromo Pictures, Cindy Cowan Entertainment, Antena 3 Films, Televisio de Catalunya, Instituto de la Cinematographia y Artes Audiovisuales, Institut Catala de lese Industries"
tt0829482,"Columbia Pictures, Judd Apatow"
tt1142800,"Tyler Perry Studios, Reuben Cannon Productions, Lionsgate"
tt1023481,Summit Entertainment
tt4064028,"The Weinstein Company, Kanbar Entertainment, Kanbar Animation"
tt0395169,"United Artists, The Industrial Development Corporation, Miracle Pictures, Seamus, Lionsgate, Inside Track"
tt0486551,"Village Roadshow Productions, Legendary Pictures"
tt1425922,"Maven Pictures, Wonderful Films"
tt0804540,.
tt6644200,"Paramount Pictures, Platinum Dunes, Sunday Night"
tt0230600,"Tom Cruise Productions, Wagner Productions, Sogecine, Las Producciones Del Escorpion"
tt0090605,"Dan O'Bannon, Ronald Shusett, 20th Century Fox, Brandywine Productions"
tt1924435,"Luke Greenfield, Kinberg Genre, TSG Entertainment"
tt0119345,Mandalay Entertainment
tt0058385,Warner Bros.
tt0375063,.
tt2083355,"Blackmaled, Sean Daniel Company"
tt0758746,"New Line Cinema, Paramount Pictures, Michael Bay, Platinum Dunes"
tt1981677,"Gold Circle Films, Brownstone, Universal Pictures"
tt1288558,"Tri-Star Pictures, FilmDistrict, Ghost House Pictures"
tt2097298,Mayhem Pictures
tt4648786,"Focus Features, Martin Chase Productions, Stay Gold Features, Perfect World Pictures"
tt4649416,"Universal Pictures, Will Packer Productions, Perfect World Pictures"
tt0454841,.
tt8364368,"Paramount Pictures, Raimi Productions, Fire Axe Pictures   "
tt0243736,Working Title Films
tt0326900,.
tt1148297,Working Title Films
tt0120770,SNL Studios
tt1152398,Storefront Pictures
tt5210194,"Millennium Films, Thunder Road Film, Nu Image, Langley Films Inc"
tt0084827,Walt Disney Productions
tt0979434,"Burg-Knoules, Cube Vision"
tt0325258,Happy Madison
tt0466856,Warner Bros.
tt0234829,Tollin/Robbins
tt0120324,"Mutual Film Company, Savoy Pictures, BBC, Tele-MÏ≤¥nchen, UGC-PH, Toho-Towa, Marubeni, Newmarket Capital Group"
tt0462395,.
tt0094074,"Cannon Group, Inc."
tt0159421,"Columbia Pictures, Jim Henson Pictures, Children's Television Workshop"
tt0056800,.
tt0865559,"Fox Searchlight Pictures, 26 Films, Kanzaman Prods"
tt0465142,.
tt0404390,.
tt1433822,"Warner Bros., Dark Castle Entertainment"
tt0375104,.
tt0091934,"Metro-Goldwyn-Mayer, HandMade Films"
tt0083001,"John Marshall, Tomcat Films, Digiodreams Studios"
tt0312549,"Touchstone Pictures, Jerry Bruckheimer Films"
tt1703957,"Summit Entertainment, Riverstone Pictures, Pinewood Pictures, FilmNation Entertainment, Desert Wolf Productions, MGC"
tt0075909,.
tt8332922,Paramount Pictures
tt1002563,"Focus Features, Ocean Blue Entertainment, 1492 Pictures, CJ Entertainment"
tt0422295,River Road Entertainment
tt0102492,Imagine Entertainment
tt0094291,"American Entertainment, Partners, Amercent Films"
tt0114388,"Columbia Pictures, Mirage Enterprises"
tt0443543,"Bob Yari Productions, Stillking Films, "
tt0416508,"Miramax Films, HanWay Films, UK Film Council, Bord Scannan na hEireann, Irish Film Board, 2 Entertain, BBC Films, Ecosse Films, Blueprint Films, Scion Films"
tt0315983,.
tt0815244,Morgan Creek
tt0097165,"Touchstone Pictures, Silver Screen Partners IV"
tt0098635,"Castle Rock Entertainment, Nelson Entertainment, Rob Reiner"
tt0215129,The Montecito Picture Company
tt0084855,.
tt0139699,MTV Productions
tt1748122,"Focus Features, Indian Paintbrush, Empirical Picture"
tt1655442,"Le Petit Reine, Studio 37, La Classe Americaine, JD Productions, France 3 Cinema, Jouror Productions, uFilm, Canal Plus"
tt1139668,"Rogue Pictures, Michael Bay, Platinum Dunes, Phantom Four"
tt0295427,Revolution Studios
tt0420294,Platinum Dunes
tt1265990,"Screen Gems, Vertigo Films"
tt0425430,"Columbia Pictures, Screen Gems, Ghost House Pictures"
tt0087553,"Goldcrest Films, Enigma Productions"
tt0250720,Village Roadshow Pictures
tt0101764,Vision International
tt0255819,Columbia Pictures
tt0245686,"Columbia Pictures, Happy Madison Productions, Robert Simonds Productions"
tt0430770,"Picturehouse, Inferno, Double Edge Entertainment, Jagged Films, Shukovsky English Entertainment"
tt0425112,"Rogue Pictures, StudioCanal, Working Title Films, Big Talk Pictures"
tt0497465,Weinstein Company
tt8385474,"Amblin Entertainment, Walden Media, Alibaba Pictures, Reliance Entertainment, Pariah Productions"
tt7734218,"20th Century Fox, GoldDay Productions"
tt0204175,Dimension Films
tt7690670,"Columbia Pictures, Silver Pictures"
tt0110413,.
tt1403981,"Summit Entertainment, Underground Films"
tt0283139,.
tt1131734,"Fox Atomic, Dubiecki, Novick, Ivan Reitman Production"
tt0186045,Jersey Shore
tt0093818,.
tt0319524,.
tt2467046,"Stoney Lake Entertainment, Entertainment One"
tt0367085,Metro-Goldwyn-Mayer
tt0095687,Weintraub Entertainment Group
tt1716777,"DreamWorks Pictures, K/O Paper Products, Reliance Entertainment"
tt0139809,Centropolis Entertainment
tt0380277,Flavor Unit Entertainment
tt0079550,Shaw Brothers
tt0091203,"Thorn EMI, Davis Entertainment, Panzer"
tt1620935,"Open Road Films, Magna Entertainment, Sikelia Productions, Verdi Productions, Bruce Cohen Productions, Younger Than You Productions, The Solution Entertainment Group"
tt0278823,The Kennedy/Marshall Company
tt0134630,Hollywood Pictures
tt0165710,.
tt0469623,"DreamWorks Pictures, Neal Street"
tt2398231,"EuropaCorp, Peter Brant, Javelina Film Co. , Ithaca Films"
tt1924429,"Pathe of a Cloud Eight, Decibel Films"
tt4380070,"Keep Your Head, Kingsgate Films, Worldview Entertainment"
tt0120207,"Steel, Warner Bros. Pictures"
tt0384686,"Merchant Ivory Productions, Sony Pictures Classics, Shanghai Film Group, VIP Medienfonds 3"
tt0436364,.
tt1545106,"Red Hour Productions, Lucky Monkey"
tt2249221,.
tt2126357,"Nuyorican, Huayi Brothers Pictures Ltd, STX Entertainment"
tt0247444,Morgan Creek Productions
tt0273435,.
tt5449860,"Greenestreet Films, Sidney Kimmel Entertainment"
tt1442286,.
tt2935476,"DNA Films, Fox Searchlight Pictures, BBC Films, TSG Entertainment"
tt0439815,"Gold Circle Films, Universal Pictures"
tt0099785,.
tt0086960,"Don Simpson, Jerry Bruckheimer, Eddie Murphy Production"
tt0092099,"Don Simpson, Jerry Bruckheimer"
tt0084805,Mirage Enterprises
tt1504320,"UK Film Council, See-Saw Films, Bedlam, Momentum Pictures, Aegis Film Fund, Molinare, FilmNation Entertainment, Weinstein Company"
tt0169547,DreamWorks Pictures
tt0190332,"Sony Pictures Classics, Columbia Pictures Film Production Asia, Good Machine International, China Film Co-Production Corp."
tt0096320,.
tt0117571,"Dimension Films, Woods Entertainment"
tt5140878,"New Line Cinema, Atomic Monster, The Safran Company, RatPac Entertainment, Dune Entertainment"
tt0077663,.
tt0088939,Amblin Entertainment
tt2084970,"Black Bear, Bristol Automotive"
tt0094721,Geffen Film
tt0052618,Metro-Goldwyn-Mayer
tt1179933,"Bad Robot, Paramount Pictures"
tt2023587,"Universal Pictures, Guillermo del Toro, De Milo, Toma 78"
tt0081375,.
tt0080549,.
tt0093409,Silver Pictures
tt1196141,Walden Media
tt0373883,"Compass International Pictures, Falcon International Productions"
tt0436697,"Pathe Production, Granada Productions, Pathe Renn Productions, Bim Distribuzione, France 3 Cinema, Canal Plus"
tt0906108,Tyler Perry Studios
tt1596365,"Alliance Films, Hammer Films, UK Film Council, Cross Creek Pictures, Talisman, Exclusive Media Group"
tt0110367,"Columbia Pictures, Di Novi Pictures"
tt7349662,"Monkeypaw Pictures, QC Entertainment, Blumhouse, 40 Acres and a Mule Filmworks, Legendary Pictures, Perfect World Pictures"
tt0455857,"Screen Gems, "
tt0265298,Tollin/Robbins Productions
tt0118887,Woods Entertainment
tt0120885,New Line Cinema
tt0882977,"Participant Media, Summit Entertainment, Exclusive Media Group, Front Street Productions, Image Nation Abu Dhabi"
tt0306841,Walt Disney Pictures
tt3850590,"Legendary Pictures, Universal Pictures, Zam Pictures"
tt1855199,"Open Road Films, Exclusive Media Group, EFF-Hedge Fund Films, Le Grisbi, Crave Films"
tt0133751,"Dimension Films, Los Hooligans Productions"
tt0108551,Touchstone Pictures
tt0277371,Columbia Pictures
tt2305051,Pacific Standard
tt0056172,"Columbia Pictures, Horizon Pictures"
tt2980516,Working Title Films
tt0780504,"Bold Films, OddLot Entertainment, Marc Platt Productions, Motel Movies"
tt0192614,Original Film
tt0060491,The Mirisch Corporation
tt5083738,"Element Pictures, Scarlet Films, Film4, Waypoint Entertainment, Fox Searchlight Pictures, TSG Entertainment"
tt0328099,Karz Entertainment
tt0881891,Fortis Films
tt0198021,.
tt0844708,.
tt0317132,Walden Media
tt0372532,Gold Circle Films
tt0093779,Act III Communications
tt0220506,"Dimension Films, Trancas International Films"
tt0427309,Harpo Films
tt2247476,Mandalay Sports Media
tt0082186,"Metro-Goldwyn-Mayer Pictures, Charles H. Schneer Productions"
tt0361467,Walt Disney Pictures
tt0120772,20th Century Fox
tt0463854,"Fox Atomic, DNA Films, UK Film Council, Figment Films, Sogecine, Koan"
tt0119229,"Hollywood Pictures, Caravan Pictures, Roger Birnbaum Productions"
tt5719700,"Open Road Films, Waverly Films, Black Bicycle"
tt0229260,Haxan Films
tt0118749,"New Line Cinema, Lawrence Gordon"
tt0493949,"Fox 2000 Pictures, Walden Media, Di Novi Pictures"
tt2402157,"Irish Dreamtime, SPD Films, The Solution Entertainment Group, PalmStar Media, Merced Media Partners"
tt0115963,.
tt0416320,BBC Films
tt0107943,"Columbia Pictures, Merchant Ivory Productions, John Calley Productions, Mike Nichols Productions"
tt0107711,.
tt0192731,"Original Film, Phoenix Pictures"
