movie_id,reviews_users,reviews_critics
tt4500922,413,197
tt7616798,175,61
tt4701660,45,77
tt0290002,437,136
tt1490017,552,463
tt0892737,6,1
tt0486946,268,181
tt0822832,344,183
tt0120689,1656,203
tt0120382,1098,252
tt3263904,469,410
tt0258463,900,249
tt1078940,168,168
tt0113189,468,89
tt0317740,518,166
tt0317303,133,84
tt0144214,285,117
tt0120794,404,105
tt0369339,882,220
tt0239395,236,106
tt0313737,284,111
tt0120587,302,131
tt0277296,442,178
tt1245526,354,330
tt0335438,315,179
tt0099371,125,71
tt0452598,134,80
tt0879870,359,218
tt0790724,524,413
tt0328107,755,163
tt0218967,357,131
tt1598778,674,254
tt0146838,468,108
tt0119314,280,98
tt0327597,365,333
tt0349710,325,114
tt0149261,681,224
tt0257568,187,77
tt0949731,1372,343
tt3300542,553,274
tt0160797,281,63
tt0393735,88,80
tt0116705,196,92
tt0167190,649,104
tt3393786,375,299
tt1469304,449,329
tt0120873,148,66
tt0120633,188,120
tt2446980,323,348
tt1623288,199,340
tt0119395,244,88
tt0338337,362,188
tt0118055,62,35
tt0420238,108,116
tt0787474,141,233
tt1648190,770,350
tt0290095,211,89
tt1205537,344,335
tt0114781,137,63
tt6266538,702,322
tt0118583,708,248
tt0822854,368,203
tt0120791,279,99
tt1321870,299,431
tt2398241,87,106
tt1213641,1284,472
tt1045778,241,173
tt1226273,282,267
tt0253754,851,187
tt0253556,594,149
tt0762125,76,158
tt1135487,193,220
tt1034331,266,192
tt1057500,278,306
tt0473705,247,250
tt0120764,74,48
tt0443632,229,165
tt2083383,188,243
tt0138524,333,169
tt0120004,184,107
tt0120749,142,84
tt0181875,857,149
tt5719748,645,210
tt0289848,147,107
tt0821642,156,214
tt1538403,496,216
tt0146984,277,126
tt0259288,243,109
tt0822847,264,201
tt0455499,85,74
tt0329774,232,49
tt0119081,948,196
tt0165982,104,93
tt0382628,430,203
tt0118661,467,118
tt0387877,662,247
tt0131369,200,72
tt0831887,316,231
tt0272020,304,102
tt0134983,293,73
tt0454824,264,125
tt1837709,155,191
tt0120701,91,57
tt0765476,121,127
tt0326905,195,85
tt2822672,43,45
tt3045616,251,192
tt0294357,155,53
tt2479478,213,62
tt2296777,95,79
tt6811018,172,141
tt1431045,1434,661
tt2179136,1024,519
tt1051904,200,246
tt0095956,222,117
tt0114319,132,47
tt0485985,302,148
tt0425123,284,118
tt2234155,306,221
tt0158622,94,61
tt0379865,124,182
tt5442430,1020,392
tt1314228,139,137
tt1000774,492,232
tt1220634,430,124
tt1232200,242,159
tt0118971,464,133
tt5280288,.,.
tt0116136,159,74
tt0367479,148,119
tt0238112,217,102
tt2180411,881,347
tt0305224,488,74
tt0395699,235,131
tt0351977,220,124
tt7286456,9826,668
tt0109830,2212,165
tt0952640,156,132
tt1727824,3320,451
tt0386588,403,158
tt0212338,514,138
tt0454921,736,188
tt0114148,250,104
tt0078346,551,205
tt0117218,114,60
tt4465564,296,243
tt1535109,612,505
tt0119190,115,57
tt0328828,331,138
tt3402236,856,401
tt0455944,605,325
tt4477536,249,178
tt0112642,113,39
tt1279935,232,260
tt0252076,248,113
tt0112740,209,82
tt0408790,617,227
tt0109635,105,63
tt0120632,337,111
tt1109624,256,251
tt0449089,269,108
tt0111282,292,102
tt0131325,373,129
tt0422704,2,.
tt0098439,168,63
tt0104070,212,81
tt0184894,297,140
tt0116253,167,67
tt1621039,82,124
tt0349773,1,.
tt0865556,297,216
tt0293508,2088,158
tt2281587,124,281
tt0116250,210,66
tt4302938,281,303
tt0122690,611,176
tt1126591,249,194
tt0116409,179,70
tt0824747,422,273
tt1298649,227,271
tt0269347,336,138
tt0128278,238,99
tt0338466,150,125
tt0839980,128,165
tt2798920,1863,422
tt2554274,435,452
tt1430626,108,242
tt0402022,553,68
tt0115857,102,50
tt0116277,102,58
tt0414055,237,203
tt0780567,45,98
tt0279111,507,76
tt0120390,86,48
tt4047068,1,.
tt0405676,188,130
tt0167456,227,75
tt0447666,.,.
tt0338216,66,104
tt0130089,11,2
tt0160184,150,77
tt0463034,193,139
tt0814314,675,209
tt0099674,629,111
tt0368709,518,192
tt0299930,428,127
tt0162650,309,146
tt0377818,635,147
tt1197624,542,226
tt1355683,334,419
tt0118617,206,67
tt0203009,2339,194
tt0249478,192,101
tt0418689,430,285
tt0462322,533,258
tt0120603,211,69
tt1790885,697,577
tt0264464,792,199
tt0795421,744,207
tt0452594,517,190
tt0817230,238,191
tt0112641,605,158
tt1488555,171,219
tt0120863,1492,174
tt0125664,569,137
tt1179034,236,206
tt0245803,184,136
tt0183505,498,160
tt4244998,540,146
tt0790604,123,74
tt1385826,460,422
tt1259571,950,302
tt0126029,1044,166
tt1637725,658,466
tt2294449,355,346
tt0102798,355,84
tt0116695,360,119
tt1528854,193,174
tt0119822,528,143
tt0129290,411,54
tt1489889,232,240
tt1229340,376,277
tt1650062,905,560
tt0280590,307,118
tt0195685,521,173
tt6343314,749,284
tt5117670,301,141
tt0251127,379,132
tt0110148,453,65
tt7959026,659,240
tt1068680,300,189
tt2024469,442,378
tt0120686,263,65
tt0427229,256,141
tt0454848,707,232
tt4877122,791,156
tt1570728,358,317
tt6294822,448,444
tt0120784,408,151
tt0112715,172,77
tt0448011,876,286
tt0377109,571,203
tt1389137,225,262
tt1210166,394,436
tt0388419,265,113
tt0775408,9,.
tt0114069,184,71
tt1075417,123,172
tt0356618,452,174
tt0400497,177,119
tt0300471,191,156
tt0381971,124,90
tt1605630,195,296
tt1428538,344,364
tt1464540,382,294
tt0250797,551,139
tt3532216,321,321
tt0365737,637,361
tt0318627,693,205
tt2262227,132,163
tt0118548,159,85
tt0408345,308,164
tt0119174,613,189
tt0119173,149,103
tt2106361,242,236
tt1872194,330,288
tt0384537,1790,278
tt1206885,1408,235
tt0191397,267,120
tt0120768,288,75
tt2005151,211,283
tt0109254,143,44
tt0099700,178,108
tt0119874,166,96
tt0313443,166,117
tt0317198,265,151
tt0163978,582,110
tt0110725,151,66
tt1186367,225,244
tt0350028,106,93
tt3799694,429,444
tt0126916,237,94
tt0141109,126,70
tt1392197,66,100
tt0117765,141,56
tt1212419,349,325
tt0264935,311,134
tt0112401,99,71
tt5478478,418,185
tt1608290,213,256
tt1571569,.,.
tt0367959,416,115
tt0160916,157,100
tt1517260,400,283
tt0264395,300,135
