votes
"15,070"
"94,502"
"4,580"
6
"11,657"
"52,072"
14
115
24
"19,773"
92
14
15
"30,728"
176
"7,436"
20
"163,684"
"97,787"
"24,771"
646
"5,672"
"5,917"
"7,022"
"1,399"
"13,574"
114
17
"7,407"
112
211
"7,331"
853
212
177
61
51
0
"205,670"
7
"6,044"
"12,709"
"5,261"
"5,057"
66
120
12
"3,670"
0
126
85
8
91
63
118
164
17
0
"92,381"
37
81
"14,430"
"71,506"
"134,246"
"548,984"
"83,490"
"41,245"
"673,256"
"77,101"
"184,564"
"431,043"
"95,186"
"7,518"
"57,772"
"10,404"
"17,471"
"43,597"
"97,624"
"9,614"
"66,257"
"8,424"
"38,350"
"9,731"
"40,033"
"35,458"
"79,457"
"130,823"
"28,375"
"39,590"
"9,177"
"6,943"
"442,726"
"25,736"
"40,418"
"101,520"
"21,547"
"36,274"
"6,473"
"36,791"
"6,122"
"52,126"
208
"12,179"
"12,200"
"53,783"
"17,559"
"7,195"
"87,477"
"8,225"
"15,210"
"17,500"
"10,454"
"11,542"
"17,089"
"29,853"
"14,527"
"14,836"
"59,650"
"13,576"
"16,820"
"23,363"
"7,042"
"27,936"
"40,528"
"7,429"
"6,589"
"35,528"
"14,666"
"74,550"
"40,804"
"7,773"
"16,778"
"20,166"
"11,100"
"21,010"
"71,426"
"6,765"
"36,885"
"50,322"
"95,205"
"210,887"
"15,769"
"14,902"
"33,899"
"58,477"
"262,197"
"54,685"
"350,028"
"19,811"
"12,487"
"72,311"
"31,010"
"82,881"
"40,811"
"18,810"
"282,460"
"34,024"
"76,737"
"8,450"
"10,739"
"9,455"
"5,646"
"6,513"
"56,200"
"5,970"
"10,779"
"10,467"
"17,252"
"15,691"
"7,349"
"37,116"
"29,644"
"15,957"
"55,924"
"6,273"
"13,352"
"12,256"
"5,767"
"24,546"
"16,167"
"7,298"
"8,325"
"13,551"
"7,396"
"6,825"
"7,120"
"6,749"
"5,532"
"17,885"
"6,058"
"5,961"
"20,208"
"9,763"
"19,343"
"19,253"
"6,310"
"36,054"
"44,421"
"264,430"
"45,476"
"9,027"
"16,135"
"9,323"
"20,562"
"29,715"
"5,907"
"7,839"
"13,010"
"19,190"
"19,426"
"43,536"
"10,655"
"18,021"
"45,569"
"24,351"
"13,031"
"68,842"
"25,940"
"48,438"
"37,361"
"21,693"
"25,500"
"32,882"
"22,723"
"31,886"
"233,347"
"97,621"
"153,871"
"44,925"
"9,172"
"34,528"
"8,632"
"18,934"
"77,476"
"62,329"
"19,743"
"20,842"
"29,011"
"73,912"
"170,923"
"22,203"
"563,616"
"61,302"
"79,331"
"144,209"
"82,560"
"12,888"
"35,029"
"18,291"
"34,317"
"23,508"
"208,721"
"170,904"
"452,735"
"57,847"
"69,726"
"13,888"
"24,737"
"9,368"
"12,498"
"13,123"
"8,188"
"11,573"
"52,072"
"87,389"
"11,347"
"8,089"
"10,749"
"6,656"
"15,411"
"24,132"
"9,226"
"17,246"
"29,367"
"19,384"
"82,166"
"14,670"
"7,131"
"8,466"
"16,618"
"29,426"
"11,607"
"13,888"
"11,648"
"6,387"
"23,314"
"52,361"
"72,836"
"6,506"
"17,175"
"16,310"
"7,768"
"19,059"
"18,448"
"33,522"
"21,546"
"46,633"
"6,223"
"23,027"
"18,779"
"14,123"
"34,256"
"7,077"
"8,299"
"7,899"
"15,713"
"71,078"
"31,159"
"19,754"
"21,522"
"9,050"
"21,681"
"23,078"
"13,947"
"32,192"
"135,417"
"6,012"
"26,171"
"49,061"
"18,383"
"31,823"
"83,032"
"191,142"
"118,853"
"12,800"
"10,384"
"20,507"
"86,330"
"149,544"
"51,535"
"57,631"
"9,743"
"351,533"
"17,396"
"7,021"
"408,254"
"163,293"
"8,757"
"7,853"
"9,722"
"61,272"
"15,500"
"138,978"
"61,593"
"26,084"
"20,290"
"54,544"
"25,975"
"19,516"
"8,417"
"14,057"
"24,481"
"35,751"
"8,004"
"8,960"
"7,429"
"18,690"
"19,030"
"35,088"
"7,213"
"7,615"
"8,517"
"13,412"
"25,457"
"15,717"
"27,023"
"36,447"
"22,063"
"55,458"
"176,291"
"100,729"
"10,731"
"20,322"
"34,352"
"23,325"
"31,157"
"182,519"
"49,114"
"33,337"
"21,240"
"126,190"
"232,920"
"7,364"
"6,940"
"33,599"
"59,223"
"19,850"
"68,086"
"330,826"
"82,030"
"73,060"
"64,999"
"36,671"
"37,387"
"23,399"
"59,366"
"133,057"
"74,032"
"18,864"
"35,680"
"213,066"
"19,675"
"79,780"
268
"40,540"
"28,868"
"17,472"
"36,002"
"42,963"
"10,008"
"10,621"
"15,187"
"82,478"
"10,154"
"16,685"
"7,488"
"9,725"
"103,513"
"26,844"
"21,891"
"33,506"
"59,545"
"160,318"
"39,813"
"8,550"
"37,296"
"8,885"
"8,771"
"20,139"
"194,819"
"72,814"
"7,366"
"27,181"
"10,578"
"7,412"
"10,963"
"110,875"
"25,549"
"80,215"
"95,674"
"12,722"
"57,053"
"16,178"
"20,944"
"15,972"
"15,733"
"32,927"
"9,078"
"95,831"
"39,561"
"33,265"
"200,989"
"91,377"
"9,404"
"145,749"
"9,277"
"118,034"
"7,657"
"7,286"
"11,331"
"10,894"
"158,850"
"21,531"
"26,557"
"20,012"
"40,341"
"9,299"
"121,280"
"60,964"
"5,918"
"14,326"
"37,512"
"17,267"
"16,239"
"8,786"
"9,392"
"5,910"
"54,085"
"11,441"
"23,770"
"81,604"
"37,429"
"16,176"
"9,745"
"44,165"
"15,593"
"14,997"
"43,391"
"18,718"
"50,269"
"16,969"
"72,560"
"106,675"
"8,289"
"25,393"
"22,656"
"40,611"
"8,481"
"9,289"
"7,631"
"7,969"
"13,461"
"402,997"
"30,131"
"15,948"
"7,084"
"7,691"
"14,119"
"17,680"
"63,838"
"65,436"
"91,969"
"6,804"
"7,661"
"32,090"
"138,432"
"15,428"
"6,167"
"29,736"
"8,320"
"9,916"
"7,039"
"46,824"
"20,961"
"7,519"
"27,961"
"46,174"
"25,654"
"10,299"
"14,349"
"133,766"
"391,074"
"15,933"
"200,344"
"64,615"
"17,467"
"95,937"
"10,088"
"64,096"
"39,292"
"38,733"
"118,777"
"96,460"
"8,182"
"78,127"
"54,329"
"68,574"
"39,462"
"7,019"
"56,919"
"41,929"
"6,698"
"234,513"
"9,935"
"24,809"
"17,923"
"43,704"
"71,078"
"62,042"
"709,040"
"94,707"
"53,753"
"21,598"
"89,771"
"16,201"
"9,772"
"61,988"
"21,870"
"280,560"
"981,704"
"38,490"
"45,837"
"209,031"
"54,015"
"79,893"
"70,852"
"26,111"
"59,312"
"34,028"
"42,042"
"39,424"
"8,868"
"98,947"
"54,988"
"10,997"
"35,727"
"133,587"
"27,961"
"52,878"
"11,564"
"50,258"
"10,415"
"17,880"
"33,698"
"8,384"
"7,605"
"6,548"
"31,850"
"41,277"
"26,079"
"40,305"
"8,441"
"30,539"
"13,637"
"8,561"
"21,854"
"17,380"
"16,245"
"20,109"
"13,008"
"37,898"
